ปีที่เกิดเหตุ,วันที่เกิดเหตุ,เวลา,วันที่รายงาน,เวลาที่รายงาน,ACC_CODE,หน่วยงาน,สายทางหน่วยงาน,รหัสสายทาง,สายทาง,KM,จังหวัด,รถคันที่1,บริเวณที่เกิดเหตุ,มูลเหตุสันนิษฐาน,ลักษณะการเกิดเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,รถที่เกิดเหตุ,รถและคนที่เกิดเหตุ,รถจักรยานยนต์,รถสามล้อเครื่อง,รถยนต์นั่งส่วนบุคคล,รถตู้,รถปิคอัพโดยสาร,รถโดยสารมากกว่า4ล้อ,รถปิคอัพบรรทุก4ล้อ,รถบรรทุก6ล้อ,รถบรรทุกไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ,รถอีแต๋น,รถอื่นๆ,คนเดินเท้า,ผู้เสียชีวิต,ผู้บาดเจ็บสาหัส,ผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ
2025,45673,13:50,45708,14:47,9993886,กรมทางหลวง,ทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,9.97,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,18.898703,99.00713146,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,13:50,45758,10:12,10030759,กรมทางหลวง,ทางหลวง,3145,ท่าเรือแกลง - แหลมแม่พิมพ์,26.316,ระยอง,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.64533711,101.6320941,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45673,14:00,46014,11:07,10242788,กรมทางหลวง,ทางหลวง,1154,สอง - แก่งเสือเต้น,10.95,แพร่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,18.50559038,100.1989045,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,14:30,45761,7:15,10035622,กรมทางหลวง,ทางหลวง,3902,พระประแดง - บางแค,10.7,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.62644368,100.4464059,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1
2025,45673,14:38,45727,14:06,10007405,กรมทางหลวง,ทางหลวง,6,พญาเย็น - นครราชสีมา,151.6,นครราชสีมา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.90322128,101.6712858,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45673,16:20,45715,11:53,9999727,กรมทางหลวง,ทางหลวง,1,เกาะคา - สามัคคี,694.9,ลำปาง,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.22894228,99.42915161,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45673,16:20,45762,9:11,10037150,กรมทางหลวง,ทางหลวง,3648,ทางเลี่ยงเมืองแกลง,5.175,ระยอง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถผิดช่องทาง,ชนท้าย,แจ่มใส,12.80000599,101.6315381,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,16:30,45759,7:03,10032285,กรมทางหลวง,ทางหลวง,33,ป่าโมก - บางปะหัน,40.55,อยุธยา,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.48943088,100.4920748,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45673,16:56,45701,7:05,9989393,กรมทางหลวง,ทางหลวง,3473,หนองจิกรี - ถนนสุด,31.9,นครสวรรค์,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.63379909,99.51947898,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45673,17:04,45902,9:28,10142947,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,37.2,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,มีสิ่งรบกวนภายนอกรถ,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.88046723,100.68431,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2025,45673,17:20,45759,12:11,10032651,กรมทางหลวง,ทางหลวง,3242,บางบอน - โรงพยาบาลบางปะกอก8,17.602,กรุงเทพมหานคร,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.65572291,100.3936965,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
2025,45673,17:25,45677,11:00,10182130,กรมทางหลวง,ทางหลวง,7,แขวงคลองสองต้นนุ่น - พิมพา,10.6,กรุงเทพมหานคร,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.7292353,100.7372206,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45673,17:56,45756,15:45,10028919,กรมทางหลวง,ทางหลวง,2074,ลำน้ำมูล - พุทไธสง,55.3,บุรีรัมย์,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.46111135,102.9990698,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2025,45673,18:41,45677,10:47,10182061,กรมทางหลวง,ทางหลวง,7,แขวงคลองสองต้นนุ่น - พิมพา,11.3,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.7294229,100.7435976,3,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2025,45673,18:47,45902,9:28,10142953,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,44.1,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.82250144,100.6748191,3,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45673,19:00,45763,18:06,10039022,กรมทางหลวง,ทางหลวง,304,เขาหินซ้อน - ลาดตะเคียน,147.3,ปราจีนบุรี,รถจักรยานยนต์,,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,13.90622472,101.6265097,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45673,19:30,45786,20:12,10060120,กรมทางหลวง,ทางหลวง,2134,ลืออำนาจ - พนา,17.55,อำนาจเจริญ,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.68428361,104.80929,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2025,45673,20:18,45691,15:39,9982679,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E002S007|U,พญาไท-บางโคล่,,กรุงเทพมหานคร,,ทางแยกต่างระดับ/Ramps,,ชนท้าย,แจ่มใส,,,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
2025,45673,20:30,45786,17:11,10060047,กรมทางหลวง,ทางหลวง,2081,ตาฮะ - ลำพังชู,9.1,สุรินทร์,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนคนเดินเท้า,แจ่มใส,15.3588101,103.597869,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2025,45673,20:30,46014,8:54,10242216,กรมทางหลวง,ทางหลวง,7,ทางต่างระดับห้วยใหญ่ - บ้านอำเภอ,5,ชลบุรี,รถปิคอัพบรรทุก 4 ล้อ,,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,12.84006863,100.9539874,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45673,21:30,45761,9:46,10035798,กรมทางหลวง,ทางหลวง,3138,บ้านบึง - มาบปู,6.55,ชลบุรี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.25015976,101.143817,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,21:44,45691,11:15,9997282,กรมทางหลวงชนบท,ทางหลวงชนบท,ปท.3022,แยกทางหลวงหมายเลข 305 (กม.ที่ 26+400) - บ้านแสนสุขสกัดห้า,8.38,ปทุมธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ไม่ยอมให้รถที่มีสิทธิ์ไปก่อน,,แจ่มใส,14.136619,100.846356,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2025,45673,21:45,45719,12:58,10002080,กรมทางหลวง,ทางหลวง,241,ทางเลี่ยงเมืองสกลนคร,1.6,สกลนคร,รถปิคอัพบรรทุก 4 ล้อ,ทางเชื่อมเข้าพื้นที่สาธารณะ/เชิงพาณิชย์,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,17.17840791,104.0959872,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2025,45673,21:54,45785,16:33,10059145,กรมทางหลวง,ทางหลวง,4123,บ้านโพธิ์ - ห้วยยอด,5.3,ตรัง,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,มีกองวัสดุ/สิ่งกีดขวาง,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,7.625252166,99.66873614,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,22:10,45708,11:00,9993772,กรมทางหลวง,ทางหลวง,121,ต้นเปา - ดอนแก้ว,16.9,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.78570667,99.06979054,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,23:06,45763,19:16,10039228,กรมทางหลวง,ทางหลวง,226,หัวทะเล - หนองกระทิง,22.1,นครราชสีมา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,หลับใน,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,15.00997655,102.3099837,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2025,45673,23:20,45691,8:31,9982239,กรมทางหลวง,ทางหลวง,11,เขาทราย - สากเหล็ก,146.9,พิจิตร,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.28094808,100.5974049,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,45673,23:25,45759,6:45,10032264,กรมทางหลวง,ทางหลวง,309,บางเสด็จ - แยกที่ดิน,48.8,อ่างทอง,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.53254954,100.4583371,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45673,23:35,45757,14:31,10029951,กรมทางหลวง,ทางหลวง,35,ดาวคะนอง - แสมดำ,3.8,กรุงเทพมหานคร,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.67234575,100.4557957,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2025,45673,23:40,45707,14:09,9992694,กรมทางหลวง,ทางหลวง,4009,บางใหญ่ - ซอยสิบ,9,สุราษฎร์ธานี,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,9.073175276,99.35907653,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45673,23:48,45699,15:38,9988215,กรมทางหลวง,ทางหลวง,340,สุพรรณบุรี - ศรีประจันต์,78.52,สุพรรณบุรี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.55995529,100.1407604,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2025,45673,23:50,45691,8:32,9982245,กรมทางหลวง,ทางหลวง,11,เขาทราย - สากเหล็ก,147,พิจิตร,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,16.28174181,100.5969606,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
2025,45674,0:30,45759,6:27,10032245,กรมทางหลวง,ทางหลวง,3306,หนองปรือ - สระกระโจม,2,กาญจนบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.59979617,99.48996395,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1
2025,45674,1:10,45742,10:43,10018594,กรมทางหลวง,ทางหลวง,3156,แหลมงอบ - แสนตุ้ง,26.1,ตราด,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.30278185,102.3449803,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45674,2:20,45694,10:38,9984937,กรมทางหลวง,ทางหลวง,12,บ้านกร่าง - พิษณุโลก,222.165,พิษณุโลก,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.88219316,100.2036988,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45674,3:00,45760,9:21,10034458,กรมทางหลวง,ทางหลวง,210,นิคมเชียงพิณ - หนองบัวลำภู,14.25,อุดรธานี,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,17.31426767,102.6413825,2,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025,45674,3:20,45761,7:14,10035620,กรมทางหลวง,ทางหลวง,3901,พระประแดง - บางแค,19.95,กรุงเทพมหานคร,รถบรรทุกมากกว่า 6 ล้อ ไม่เกิน 10 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.67617331,100.4063353,2,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2
2025,45674,6:00,45903,10:55,10143780,กรมทางหลวง,ทางหลวง,331,สี่แยกนาน้อย - เขาหินซ้อน,128.749,ฉะเชิงเทรา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ชนท้าย,แจ่มใส,13.6859371,101.4141592,2,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,2
2025,45674,6:10,45708,15:38,9993921,กรมทางหลวง,ทางหลวง,1317,สันกลางใต้ - ห้วยแก้ว,10.16,เชียงใหม่,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.72007007,99.11222577,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45674,6:30,45786,20:29,10060125,กรมทางหลวง,ทางหลวง,23,เขื่องใน - อุบลราชธานี,269.98,อุบลราชธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.29324142,104.7833737,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45674,6:50,45756,10:47,10028210,กรมทางหลวง,ทางหลวง,41,ควนรา - หัวเตย,160.791,สุราษฎร์ธานี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,9.144549006,99.15515914,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45674,7:20,45736,10:45,10014787,กรมทางหลวง,ทางหลวง,1,ต่างระดับบางปะอิน - หนองแค,76.65,อยุธยา,รถบรรทุกมากกว่า 10 ล้อ (รถพ่วง),ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,14.27907376,100.8103913,4,4,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,1
2025,45674,7:20,45761,8:48,10035723,กรมทางหลวง,ทางหลวง,317,พังงอน - เขาแหลม,57.465,จันทบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.08531687,102.2587537,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2025,45674,7:20,45785,16:21,10059140,กรมทางหลวง,ทางหลวง,403,ห้วยนาง - ต้นม่วง,89.765,ตรัง,รถบรรทุก 6 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,,ฝนตก,7.832216659,99.5873637,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2025,45674,7:30,45708,15:12,9993904,กรมทางหลวง,ทางหลวง,1001,เชียงใหม่ - บ้านโป่ง,13.7,เชียงใหม่,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,18.92807589,98.99091482,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2025,45674,7:37,45903,11:14,10143813,กรมทางหลวง,ทางหลวง,408,หัวถนน - เฉลิมพระเกียรติ,16.6,นครศรีธรรมราช,รถปิคอัพบรรทุก 4 ล้อ,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,8.24289828,100.0160953,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5
2025,45674,7:50,45763,8:12,10038579,กรมทางหลวง,ทางหลวง,23,บ้านย่อ - บ้านสวน,203.75,ยโสธร,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.64706741,104.3216068,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,45674,7:55,45860,11:32,10117228,การทางพิเศษแห่งประเทศไทย,การทางพิเศษ,E002S016|U,พญาไท-ศรีนครินทร์,,กรุงเทพมหานคร,,อื่นๆ,,ชนด้านข้าง,แจ่มใส,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,45674,8:00,45785,16:19,10059136,กรมทางหลวง,ทางหลวง,4046,ตรัง - สิเกา,3.2,ตรัง,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถย้อนศร,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,7.555437857,99.56803297,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
2025,45674,8:14,45699,9:43,9987873,กรมทางหลวง,ทางหลวง,367,ทางเลี่ยงเมืองกาญจนบุรี,7.2,กาญจนบุรี,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,14.04036368,99.53853073,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2025,45674,8:21,45699,15:48,9988228,กรมทางหลวง,ทางหลวง,340,สุพรรณบุรี - ศรีประจันต์,85.614,สุพรรณบุรี,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,14.6156053,100.1520577,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45674,8:22,45720,13:54,10002717,กรมทางหลวง,ทางหลวง,1290,แม่สาย - กิ่วกาญจน์,0.5,เชียงราย,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,20.41980003,99.88890767,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45674,8:37,45757,14:27,10029959,กรมทางหลวง,ทางหลวง,35,ดาวคะนอง - แสมดำ,3.7,กรุงเทพมหานคร,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.67284001,100.4567756,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1
2025,45674,10:05,45759,6:44,10032262,กรมทางหลวง,ทางหลวง,33,นาคู - ป่าโมก,33.5,อ่างทอง,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,แจ่มใส,14.5024952,100.4292746,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45674,10:20,45742,9:34,10018543,กรมทางหลวง,ทางหลวง,3,แม่น้ำตราด - หาดเล็ก,404.98,ตราด,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.25594442,102.5576162,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45674,10:35,45698,14:23,9987500,กรมทางหลวง,ทางหลวง,9,บางปะอิน - แขวงรามอินทรา,0.8,อยุธยา,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.18791323,100.6374076,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,45674,10:38,45677,21:35,10182615,กรมทางหลวง,ทางหลวง,23,บ้านย่อ - บ้านสวน,201.5,ยโสธร,อื่นๆ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.6570493,104.3044051,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2025,45674,10:45,45757,14:03,10029922,กรมทางหลวง,ทางหลวง,9,บางแค - คลองมหาสวัสดิ์,26.4,กรุงเทพมหานคร,รถปิคอัพบรรทุก 4 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.73800182,100.4058639,5,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2025,45674,11:00,45757,14:55,10030000,กรมทางหลวง,ทางหลวง,35,ดาวคะนอง - แสมดำ,9.4,กรุงเทพมหานคร,รถจักรยานยนต์,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.64429389,100.4134861,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2025,45674,11:10,45895,9:03,10138406,กรมทางหลวง,ทางหลวง,4,ตรัง - เขาพับผ้า,1129.65,ตรัง,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางโค้งกว้าง+ที่ลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,ฝนตก,7.565479238,99.78578505,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2
2025,45674,11:10,45684,15:12,10180331,กรมทางหลวง,ทางหลวง,41,ถ้ำพรรณรา - ทุ่งสง,293.55,นครศรีธรรมราช,รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนท้าย,ฝนตก,8.170008317,99.6457909,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1
2025,45674,11:30,45771,21:40,10050104,กรมทางหลวง,ทางหลวง,208,ท่าพระ - หนองสระพัง,2.295,ขอนแก่น,รถบรรทุก 6 ล้อ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.33553605,102.8196395,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
