ปีที่เกิดเหตุ,วันที่เกิดเหตุ,agency,province,presumed_cause,weather,latitude,longitude,deaths,serious_injuries,minor_injuries,total_injuries,hour,year,month,day,dayofweek,is_weekend,time_period,severity_level,is_new_year,is_songkran,is_dangerouse_7days,day_type,tambon
2026,2026-01-01,กรมทางหลวง,มุกดาหาร,ขับรถย้อนศร,แจ่มใส,16.38133465,104.5446717,1,2,0,2,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,นิคมคำสร้อย
2026,2026-01-01,กรมทางหลวง,นครราชสีมา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.85307867,101.5786269,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,คลองไผ่
2026,2026-01-01,กรมทางหลวง,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,19.08935245,98.98975161,1,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,แม่หอพระ
2026,2026-01-01,กรมทางหลวง,อยุธยา,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,แจ่มใส,14.32426402,100.6521598,0,1,0,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,คานหาม
2026,2026-01-01,กรมทางหลวงชนบท,ปัตตานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,6.676034,101.128955,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,นาประดู่
2026,2026-01-01,กรมทางหลวงชนบท,นครราชสีมา,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,แจ่มใส,14.418414,102.28885,2,0,0,0,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,โคกกระชาย
2026,2026-01-01,กรมทางหลวง,ภูเก็ต,เมาสุรา,แจ่มใส,7.823737679,98.33422979,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ราไวย์
2026,2026-01-01,กรมทางหลวง,ตาก,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,16.72356007,98.58414039,0,0,0,0,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,แม่สอด
2026,2026-01-01,กรมทางหลวง,พะเยา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,19.21317907,99.94911374,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ดงเจน
2026,2026-01-01,กรมทางหลวง,พัทลุง,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.468372491,100.1745562,0,1,0,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,ท่ามะเดื่อ
2026,2026-01-01,กรมทางหลวงชนบท,อ่างทอง,เมาสุรา,แจ่มใส,14.598688,100.39748,0,1,0,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,หัวตะพาน
2026,2026-01-01,กรมทางหลวงชนบท,ลำพูน,ขับรถตามกระชั้นชิด,แจ่มใส,17.748127,98.959194,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,นาทราย
2026,2026-01-01,กรมทางหลวง,ราชบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.54380097,99.79604488,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,เจดีย์หัก
2026,2026-01-01,กรมทางหลวง,ปัตตานี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,6.801153363,101.2072577,0,0,2,2,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,เกาะเปาะ
2026,2026-01-01,กรมทางหลวง,ร้อยเอ็ด,เมาสุรา,แจ่มใส,15.85785502,103.5773581,2,0,0,0,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,หัวช้าง
2026,2026-01-01,กรมทางหลวงชนบท,แพร่,เมาสุรา,แจ่มใส,18.315718,100.168091,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หัวเมือง
2026,2026-01-01,กรมทางหลวง,นครศรีธรรมราช,ไม่ยอมให้รถที่มีสิทธิ์ไปก่อน,แจ่มใส,9.045994224,99.9025914,0,1,3,4,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,ทุ่งใส
2026,2026-01-01,กรมทางหลวง,ตรัง,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.595192711,99.64332864,0,0,1,1,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,บ้านโพธิ์
2026,2026-01-01,กรมทางหลวง,กรุงเทพมหานคร,อุปกรณ์ยานพาหนะบกพร่อง,แจ่มใส,13.8934967,100.6908171,0,0,0,0,0,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ออเงิน
2026,2026-01-01,กรมทางหลวง,สงขลา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.105895416,100.5690891,0,0,0,0,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,พะวง
2026,2026-01-01,กรมทางหลวงชนบท,นราธิวาส,หลับใน,มืดครึ้ม,6.320916,101.900645,0,1,0,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,กะลุวอ
2026,2026-01-01,กรมทางหลวง,ตาก,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,16.48058482,98.80535558,0,0,0,0,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,คีรีราษฎร์
2026,2026-01-01,กรมทางหลวง,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.72917813,99.02399853,0,0,1,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองผึ้ง
2026,2026-01-01,กรมทางหลวง,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.80436841,99.01808426,0,0,1,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ฟ้าฮ่าม
2026,2026-01-01,กรมทางหลวง,ระนอง,หลับใน,แจ่มใส,9.980670739,98.64403948,0,0,1,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,บางนอน
2026,2026-01-01,กรมทางหลวงชนบท,นครปฐม,เมาสุรา,มีหมอก/ควัน/ฝุ่น,14.072657,99.870311,0,0,1,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองกระทุ่ม
2026,2026-01-01,กรมทางหลวง,พัทลุง,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.610536992,100.0582932,0,1,0,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,คูหาสวรรค์
2026,2026-01-01,กรมทางหลวง,ยะลา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,6.473915668,101.2659913,1,0,0,0,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,บันนังสาเรง
2026,2026-01-01,กรมทางหลวง,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.8297963,99.01238993,0,0,0,0,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองจ๊อม
2026,2026-01-01,กรมทางหลวงชนบท,ฉะเชิงเทรา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.577058,101.288531,0,1,0,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,วังเย็น
2026,2026-01-01,กรมทางหลวงชนบท,สมุทรสงคราม,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,แจ่มใส,13.448847,100.03208,0,1,0,1,1,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,ลาดใหญ่
2026,2026-01-01,กรมทางหลวง,พะเยา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,19.33781474,99.81486663,0,0,3,3,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,แม่ใจ
2026,2026-01-01,กรมทางหลวง,ภูเก็ต,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.83427169,98.34779619,0,0,1,1,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ฉลอง
2026,2026-01-01,กรมทางหลวง,อุทัยธานี,หลับใน,แจ่มใส,15.36415857,99.98438309,0,0,1,1,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ท่าโพ
2026,2026-01-01,กรมทางหลวงชนบท,สกลนคร,เมาสุรา,แจ่มใส,17.254382,103.365167,0,0,1,1,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ท่าศิลา
2026,2026-01-01,กรมทางหลวง,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.87960506,99.01457727,0,0,2,2,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองหาร
2026,2026-01-01,กรมทางหลวง,ภูเก็ต,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.908671682,98.39137003,0,0,1,1,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,รัษฎา
2026,2026-01-01,กรมทางหลวงชนบท,แม่ฮ่องสอน,เมาสุรา,แจ่มใส,19.370104,97.892415,1,0,0,0,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,ปางหมู
2026,2026-01-01,กรมทางหลวง,นครศรีธรรมราช,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.969067959,99.89459253,0,0,1,1,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ทุ่งปรัง
2026,2026-01-01,กรมทางหลวง,นครศรีธรรมราช,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.047763493,100.2725333,0,0,4,4,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หัวไทร
2026,2026-01-01,กรมทางหลวง,เชียงราย,เมาสุรา,แจ่มใส,19.8605973,99.8195784,1,0,0,0,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,สันทราย
2026,2026-01-01,กรมทางหลวง,สระบุรี,เมาสุรา,แจ่มใส,14.7074262,100.898931,0,0,0,0,2,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หน้าพระลาน
2026,2026-01-01,กรมทางหลวง,มุกดาหาร,เมาสุรา,แจ่มใส,16.52395953,104.7317541,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ศรีบุญเรือง
2026,2026-01-01,กรมทางหลวง,อุดรธานี,เมาสุรา,แจ่มใส,17.08910522,102.8521572,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,นาดี
2026,2026-01-01,กรมทางหลวง,ระยอง,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,12.63172579,101.4522298,0,2,0,2,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,แกลง
2026,2026-01-01,กรมทางหลวงชนบท,พังงา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.771729,98.480319,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,เหล
2026,2026-01-01,กรมทางหลวงชนบท,เพชรบุรี,เมาสุรา,แจ่มใส,12.852596,99.994325,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,บางเก่า
2026,2026-01-01,กรมทางหลวง,สงขลา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.170465963,100.3023413,0,0,0,0,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ควนรู
2026,2026-01-01,กรมทางหลวง,อยุธยา,ขับรถย้อนศร,แจ่มใส,14.17378485,100.617853,0,1,2,3,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,เชียงรากน้อย
2026,2026-01-01,กรมทางหลวง,พิษณุโลก,หลับใน,แจ่มใส,16.66156411,100.6152191,1,0,0,0,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,ชมพู
2026,2026-01-01,กรมทางหลวง,นครราชสีมา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.6579481,101.3302879,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,กลางดง
2026,2026-01-01,กรมทางหลวงชนบท,สิงห์บุรี,เมาสุรา,มืดครึ้ม,14.873265,100.39204,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ต้นโพธิ์
2026,2026-01-01,กรมทางหลวง,ภูเก็ต,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,แจ่มใส,7.833676941,98.34738985,1,1,2,3,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,ฉลอง
2026,2026-01-01,กรมทางหลวง,เลย,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,17.46947322,101.7909144,0,0,1,1,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,นาอาน
2026,2026-01-01,กรมทางหลวง,ลพบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.75747279,100.6011173,0,0,0,0,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,โพธิ์เก้าต้น
2026,2026-01-01,กรมทางหลวง,สิงห์บุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.74856746,100.4538533,0,0,3,3,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,บ้านหม้อ
2026,2026-01-01,กรมทางหลวง,สงขลา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,7.160898,100.5553561,0,0,0,0,3,2026,1,1,3,0,ดึก (00:00 - 03:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,เกาะยอ
2026,2026-01-01,กรมทางหลวง,ปทุมธานี,ใช้โทรศัพท์ขณะขับรถ,แจ่มใส,14.06562933,100.5984083,0,0,0,0,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,คลองหนึ่ง
2026,2026-01-01,กรมทางหลวง,สมุทรปราการ,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.52633408,100.6851509,1,0,0,0,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,บางปูใหม่
2026,2026-01-01,กรมทางหลวง,พังงา,ความประมาท/เร่งรีบ (วิ่งตัดหน้า),แจ่มใส,8.255789692,98.30001366,0,0,1,1,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,โคกกลอย
2026,2026-01-01,กรมทางหลวง,ลพบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.05087592,101.1205901,0,0,0,0,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ท่าหลวง
2026,2026-01-01,กรมทางหลวง,อยุธยา,หลับใน,แจ่มใส,14.23890593,100.7298371,0,0,0,0,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ลำตาเสา
2026,2026-01-01,กรมทางหลวง,นราธิวาส,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,6.063443309,101.8805197,0,3,0,3,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,ริโก๋
2026,2026-01-01,กรมทางหลวง,กรุงเทพมหานคร,เมาสุรา,แจ่มใส,13.80696227,100.8918701,3,0,0,0,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,กระทุ่มราย
2026,2026-01-01,กรมทางหลวง,สมุทรปราการ,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.64087673,100.8893837,0,0,0,0,4,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,บางบ่อ
2026,2026-01-01,กรมทางหลวง,นครราชสีมา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.83569148,101.7753563,0,0,1,1,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,มะเกลือเก่า
2026,2026-01-01,กรมทางหลวง,จันทบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,12.91820855,102.3280871,0,0,0,0,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,โป่งน้ำร้อน
2026,2026-01-01,กรมทางหลวงชนบท,สุราษฎร์ธานี,เมาสุรา,แจ่มใส,9.689383,100.045522,0,1,0,1,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,
2026,2026-01-01,กรมทางหลวง,แพร่,เมาสุรา,มีหมอก/ควัน/ฝุ่น,17.78145716,99.70937267,0,1,0,1,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,นาพูน
2026,2026-01-01,กรมทางหลวง,ระยอง,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,12.67333122,101.3042584,0,0,4,4,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,เชิงเนิน
2026,2026-01-01,กรมทางหลวงชนบท,เลย,ขับรถเร็วเกินอัตรากำหนด,มีหมอก/ควัน/ฝุ่น,16.934853,102.007192,0,1,0,1,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,ผานกเค้า
2026,2026-01-01,กรมทางหลวง,นครศรีธรรมราช,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.323764563,99.92187992,0,1,0,1,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,นาพรุ
2026,2026-01-01,กรมทางหลวง,สุพรรณบุรี,หลับใน,แจ่มใส,14.63529593,99.87457663,0,0,0,0,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,สระกระโจม
2026,2026-01-01,กรมทางหลวง,กาญจนบุรี,ยางเสื่อมสภาพ/ยางแตก,แจ่มใส,14.17377482,99.73497648,0,0,2,2,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ดอนตาเพชร
2026,2026-01-01,กรมทางหลวงชนบท,เลย,ขับรถเร็วเกินอัตรากำหนด,มีหมอก/ควัน/ฝุ่น,16.934926,102.007137,0,0,1,1,5,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ผานกเค้า
2026,2026-01-01,กรมทางหลวง,เลย,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,17.35174308,101.1467215,0,0,1,1,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,นาหอ
2026,2026-01-01,กรมทางหลวงชนบท,เชียงใหม่,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,18.78406,99.041992,0,0,1,1,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองป่าครั่ง
2026,2026-01-01,กรมทางหลวง,นครศรีธรรมราช,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.566189413,99.81306969,0,2,0,2,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,ทอนหงส์
2026,2026-01-01,กรมทางหลวง,เพชรบูรณ์,หลับใน,แจ่มใส,15.97957199,101.0605891,0,0,1,1,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองไผ่
2026,2026-01-01,กรมทางหลวง,หนองคาย,ระยะการมองเห็นไม่เพียงพอ,มีหมอก/ควัน/ฝุ่น,17.75511917,102.6932534,0,1,0,1,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงปานกลาง (บาดเจ็บสาหัส),1,0,1,new_year,พระธาตุบังพวน
2026,2026-01-01,กรมทางหลวง,ยโสธร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,15.79259942,104.227071,0,0,1,1,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ตาดทอง
2026,2026-01-01,กรมทางหลวง,พิษณุโลก,หลับใน,แจ่มใส,16.70681967,100.4310639,0,0,1,1,6,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,หนองพระ
2026,2026-01-01,กรมทางหลวง,พังงา,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,8.784200616,98.26460883,1,0,0,0,7,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,บางม่วง
2026,2026-01-01,กรมทางหลวง,กรุงเทพมหานคร,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,13.78325172,100.3936256,0,0,1,1,7,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,ศาลาธรรมสพน์
2026,2026-01-01,กรมทางหลวง,สระบุรี,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,14.5284882,100.8587049,0,0,0,0,7,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงน้อย (บาดเจ็บเล็กน้อย/ทรัพย์สินเสียหาย),1,0,1,new_year,สวนดอกไม้
2026,2026-01-01,กรมทางหลวงชนบท,ขอนแก่น,ขับรถเร็วเกินอัตรากำหนด,แจ่มใส,16.590002,102.959348,1,3,0,3,7,2026,1,1,3,0,เช้ามืด (04:00 - 07:59),รุนแรงมาก (เสียชีวิต),1,0,1,new_year,บ้านขาม
