ปีที่เกิดเหตุ,หน่วยงาน,สายทาง,ก.ม.,จังหวัด,บริเวณที่เกิดเหตุ/ลักษณะทาง,มูลเหตุสันนิษฐาน,ลักษณะการเกิดอุบัติเหตุ,สภาพอากาศ,LATITUDE,LONGITUDE,จำนวนรถที่เกิดเหตุ(รวมคันที่1),จำนวนที่เกิดเหตุทั้งหมด(รวมคนเดินเท้า),รถยนต์นั่งส่วนบุคคล/รถยนต์นั่งสาธารณะ,รถบรรทุกมากกว่า6ล้อไม่เกิน10ล้อ,รถบรรทุกมากกว่า10ล้อ(รถพ่วง),อื่นๆ,จำนวนผู้เสียชีวิต,จำนวนผู้บาดเจ็บสาหัส,จำนวนผู้บาดเจ็บเล็กน้อย,รวมจำนวนผู้บาดเจ็บ,ชั่วโมง,time_period,year,month,day,is_weekend,is_new_year,is_songkran,day_type,subdistrict_code
2026,กรมทางหลวง,นิคมคำสร้อย - หนองสูง,1.15,มุกดาหาร,ทางตรง+ไม่มีความลาดชัน,ขับรถย้อนศร,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,16.38133465,104.5446717,2,2,0,0,0,0,1,2,0,2,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,พญาเย็น - นครราชสีมา,139.7,นครราชสีมา,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.85307867,101.5786269,1,1,1,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านโป่ง - พร้าว,34.8,เชียงใหม่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,19.08935245,98.98975161,2,2,0,0,0,0,1,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านหว้า - อุทัย,8.05,อยุธยา,,ฝ่าฝืนสัญญาณไฟ/เครื่องหมายจราจร,ชนเป็นมุมบริเวณทางแยก,แจ่มใส,14.32426402,100.6521598,2,2,1,0,0,0,0,1,0,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 409 (กม.ที่ 7+204) - น้ำตกทรายขาว,2.0,ปัตตานี,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,6.676034,101.128955,1,1,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 2365 (กม.ที่ 0+000) - บ้านโคกใบบัว,7.25,นครราชสีมา,ทางตรง+ไม่มีความลาดชัน,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,,แจ่มใส,14.418414,102.28885,2,2,0,0,0,0,2,0,0,0,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ห้าแยกฉลอง - กะรน,0.75,ภูเก็ต,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,ชนคนเดินเท้า,แจ่มใส,7.823737679,98.33422979,1,2,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,กลางสะพานมิตรภาพที่แม่สอด(เขตแดนไทย/พม่า) - แม่ละเมา,8.3,ตาก,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,16.72356007,98.58414039,2,2,1,0,0,0,0,0,0,0,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,พะเยา - สันต้นแหน,6.841,พะเยา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,19.21317907,99.94911374,1,1,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ท่านางพรหม - จงเก,11.5,พัทลุง,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.468372491,100.1745562,1,1,0,0,0,0,0,1,0,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 33 (กม.ที่ 59+640) - บ้านบางพลับ,15.5,อ่างทอง,ทางโค้งกว้าง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,14.598688,100.39748,1,1,1,0,0,0,0,1,0,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 106 (กม.ที่ 46+200) - บ้านนาทราย,2.9,ลำพูน,ทางตรง+ไม่มีความลาดชัน,ขับรถตามกระชั้นชิด,,แจ่มใส,17.748127,98.959194,1,1,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เจดีย์หัก - หนองหอย,0.709,ราชบุรี,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.54380097,99.79604488,1,1,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ปาแด - มะพร้าวต้นเดียว,93.588,ปัตตานี,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,6.801153363,101.2072577,2,2,0,0,0,0,0,0,2,2,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ร้อยเอ็ด - จตุรพักตรพิมาน,69.4,ร้อยเอ็ด,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,15.85785502,103.5773581,2,2,1,0,0,0,2,0,0,0,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงชนบท พร.3023 (กม.ที่ 7+250) - แยกทางหลวงชนบท พร.4016 (กม.ที่ 25+350),11.4,แพร่,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,18.315718,100.168091,1,1,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,จอมทอง - เขาพลายดำ,5.758,นครศรีธรรมราช,,ไม่ยอมให้รถที่มีสิทธิ์ไปก่อน,ชนท้าย,แจ่มใส,9.045994224,99.9025914,2,2,0,0,0,0,0,1,3,4,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านโพธิ์ - ห้วยยอด,0.9,ตรัง,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.595192711,99.64332864,1,1,0,0,0,0,0,0,1,1,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บางปะอิน - แขวงรามอินทรา,35.6,กรุงเทพมหานคร,ทางตรง+ไม่มีความลาดชัน,อุปกรณ์ยานพาหนะบกพร่อง,อื่นๆ,แจ่มใส,13.8934967,100.6908171,1,1,0,0,0,0,0,0,0,0,0,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ควนหิน - เขารูปช้าง,18.985,สงขลา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.105895416,100.5690891,1,1,1,0,0,0,0,0,0,0,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 42 (กม.ที่ 207+675) - บ้านศาลาใหม่,3.68,นราธิวาส,ทางตรง+ไม่มีความลาดชัน,หลับใน,,มืดครึ้ม,6.320916,101.900645,1,1,0,0,0,0,0,1,0,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,แม่สอด - ห้วยน้ำริน,47.26,ตาก,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,16.48058482,98.80535558,1,1,1,0,0,0,0,0,0,0,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เหมืองกุง - ต้นเปา,8.555,เชียงใหม่,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.72917813,99.02399853,1,1,0,0,0,0,0,0,1,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,อุโมงค์ - รินคำ,556.56,เชียงใหม่,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.80436841,99.01808426,1,1,1,0,0,0,0,0,1,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,กระบุรี - หงาว,595.6,ระนอง,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,9.980670739,98.64403948,1,1,0,0,0,0,0,0,1,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 3040 (กม.ที่ 14+600) - แยกทางหลวงหมายเลข 3232 (กม.ที่ 9+100),0.1,นครปฐม,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,มีหมอก/ควัน/ฝุ่น,14.072657,99.870311,1,1,0,0,0,0,0,0,1,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ท่ามิหรำ - โคกกอก,0.55,พัทลุง,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.610536992,100.0582932,1,1,1,0,0,0,0,1,0,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ยะลา - ตะบิงติงงี,47.95,ยะลา,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.473915668,101.2659913,2,2,0,0,0,0,1,0,0,0,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เชียงใหม่ - บ้านโป่ง,2.28,เชียงใหม่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.8297963,99.01238993,1,1,0,0,0,0,0,0,0,0,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 331 (กม.ที่ 25+200) - บ้านหนองปลาดุก,0.9,ฉะเชิงเทรา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,13.577058,101.288531,2,2,0,0,0,1,0,1,0,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 35 (กม.ที่ 57+300) - บางโทรัด,19.545,สมุทรสงคราม,ทางตรง+ไม่มีความลาดชัน,ไม่คุ้นเคยเส้นทาง/ขับรถไม่ชำนาญ,,แจ่มใส,13.448847,100.03208,1,1,0,0,0,0,0,1,0,1,1,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,แยกประตูชัย - พาน,862.0,พะเยา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,19.33781474,99.81486663,2,2,0,0,0,0,0,0,3,3,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เมืองภูเก็ต - ห้าแยกฉลอง,4.9,ภูเก็ต,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.83427169,98.34779619,2,2,0,0,0,0,0,0,1,1,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,การุ้ง - อุทัยธานี,162.367,อุทัยธานี,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.36415857,99.98438309,1,1,1,0,0,0,0,0,1,1,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 22 (กม.ที่ 58+525) - บ้านคำน้อย (ตอนอุดรธานี),37.145,สกลนคร,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,17.254382,103.365167,1,1,0,0,0,0,0,0,1,1,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เชียงใหม่ - บ้านโป่ง,7.73,เชียงใหม่,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,18.87960506,99.01457727,1,1,0,0,0,0,0,0,2,2,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,หมากปรก - เมืองภูเก็ต,47.9,ภูเก็ต,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,7.908671682,98.39137003,2,2,0,0,0,0,0,0,1,1,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงชนบท มส.4001 (กม.ที่ 0+650) - บ้านดอยแสง,15.4,แม่ฮ่องสอน,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,19.370104,97.892415,1,1,0,0,0,0,1,0,0,0,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เขาหัวช้าง - สิชล,232.397,นครศรีธรรมราช,,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,8.969067959,99.89459253,2,2,1,0,0,0,0,0,1,1,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เฉลิมพระเกียรติ - ปากระวะ,55.264,นครศรีธรรมราช,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,8.047763493,100.2725333,2,2,0,0,0,0,0,0,4,4,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ร่องขุ่น - แยกแม่กรณ์,926.9,เชียงราย,,เมาสุรา,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,19.8605973,99.8195784,2,2,1,0,0,0,1,0,0,0,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,สะพานพุแค - แยกมะนาวหวาน,5.1,สระบุรี,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.7074262,100.898931,1,1,1,0,0,0,0,0,0,0,2,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,มุกดาหาร – คำภูเงิน,1.657,มุกดาหาร,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,16.52395953,104.7317541,7,7,4,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,โคกผักหวาน - ท่ายม,8.3,อุดรธานี,ทางโค้งกว้าง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,17.08910522,102.8521572,1,1,0,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านเพ - ท่าเรือแกลง,3.2,ระยอง,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.63172579,101.4522298,1,1,0,0,0,0,0,2,0,2,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 4 (กม.ที่ 849+600) - บ้านคลองเคียน,18.0,พังงา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,แจ่มใส,8.771729,98.480319,1,1,0,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 35 (กม.ที่ 73+200) - ชะอำ (ตอนชะอำ),76.9,เพชรบุรี,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,แจ่มใส,12.852596,99.994325,1,1,0,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ปากจ่า - ค่ายรวมมิตร,18.55,สงขลา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,7.170465963,100.3023413,1,1,1,0,0,0,0,0,0,0,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บางปะอิน - อยุธยา,0.03,อยุธยา,,ขับรถย้อนศร,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,14.17378485,100.617853,2,2,0,0,0,0,0,1,2,3,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,กกไม้แดง - เนินมะปราง,25.45,พิษณุโลก,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,16.66156411,100.6152191,1,1,1,0,0,0,1,0,0,0,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,มวกเหล็ก - บ่อทอง,49.7,นครราชสีมา,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.6579481,101.3302879,1,1,1,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 3030 (กม.ที่ 1+200) - แยกทางหลวงชนบท สห.4002 (กม.ที่ 4+466),1.6,สิงห์บุรี,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,,มืดครึ้ม,14.873265,100.39204,1,1,0,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,เมืองภูเก็ต - ห้าแยกฉลอง,5.0,ภูเก็ต,,คน/รถ/สัตว์ตัดหน้ากระชั้นชิด,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,7.833676941,98.34738985,2,2,0,0,0,0,1,1,2,3,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านใหม่ - นาด้วง,7.475,เลย,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,17.46947322,101.7909144,1,1,1,0,0,0,0,0,1,1,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ทางเลี่ยงเมืองลพบุรี,10.99,ลพบุรี,,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.75747279,100.6011173,1,1,1,0,0,0,0,0,0,0,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ไชโย - สิงห์ใต้,69.4,สิงห์บุรี,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,14.74856746,100.4538533,2,2,1,0,0,0,0,0,3,3,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ม่วงงาม - ทุ่งหวัง,163.97,สงขลา,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางโค้ง,แจ่มใส,7.160898,100.5553561,1,1,1,0,0,0,0,0,0,0,3,ดึก (00:00 - 03:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านพร้าว - คลองห้า,2.93,ปทุมธานี,ทางตรง+ไม่มีความลาดชัน,ใช้โทรศัพท์เคลื่อนที่ขณะขับรถ,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.06562933,100.5984083,1,1,1,0,0,0,0,0,0,0,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บางปู - บางพลี,1.2,สมุทรปราการ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.52633408,100.6851509,1,1,0,0,0,0,1,0,0,0,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,โคกกลอย - หมากปรก,2.5,พังงา,ทางตรง+ไม่มีความลาดชัน,ความประมาท/เร่งรีบ (วิ่งตัดหน้า),ชนคนเดินเท้า,แจ่มใส,8.255789692,98.30001366,1,2,1,0,0,0,0,0,1,1,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,คลองท่าข้าม - น้ำตกวังก้านเหลือง,50.0,ลพบุรี,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,15.05087592,101.1205901,1,1,0,0,0,0,0,0,0,0,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ต่างระดับบางปะอิน - หนองแค,66.78,อยุธยา,ทางโค้งกว้าง+ไม่มีความลาดชัน,หลับใน,,แจ่มใส,14.23890593,100.7298371,1,1,0,0,0,0,0,0,0,0,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,บ้านโคก - สุไหงโก - ลก,40.4,นราธิวาส,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,6.063443309,101.8805197,2,2,0,0,1,0,0,3,0,3,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,แยกเข้ามีนบุรี - คลองหลวงแพ่ง,45.5,กรุงเทพมหานคร,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,13.80696227,100.8918701,1,1,0,0,0,0,3,0,0,0,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,แขวงคลองสองต้นนุ่น - พิมพา,32.4,สมุทรปราการ,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนท้าย,แจ่มใส,13.64087673,100.8893837,2,2,1,0,0,0,0,0,0,0,4,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ซับประดู่ - สี่แยกปักธงชัย,9.22,นครราชสีมา,,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,14.83569148,101.7753563,1,1,0,0,0,0,0,0,1,1,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ทับไทร - เทพนิมิต,8.15,จันทบุรี,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.91820855,102.3280871,1,1,0,0,0,0,0,0,0,0,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,บ้านใต้ - หาดริ้น,3.0,สุราษฎร์ธานี,ทางโค้งหักศอก+ที่ลาดชัน,เมาสุรา,ชนในทิศทางตรงกันข้าม (ไม่ใช่การแซง),แจ่มใส,9.689383,100.045522,2,2,1,0,0,0,0,1,0,1,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,นาปลากั้ง - วังชิ้น,9.879,แพร่,ทางตรง+ไม่มีความลาดชัน,เมาสุรา,พลิกคว่ำ/ตกถนนในทางตรง,มีหมอก/ควัน/ฝุ่น,17.78145716,99.70937267,1,1,0,0,0,0,0,1,0,1,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,ทับมา - ปลวกเกตุ,56.25,ระยอง,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,12.67333122,101.3042584,1,1,1,0,0,0,0,0,4,4,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวงชนบท,แยกทางหลวงหมายเลข 201 (กม.ที่ 128+800) - บ้านท่าสวนยา,16.7,เลย,ทางโค้งกว้าง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,,มีหมอก/ควัน/ฝุ่น,16.934853,102.007192,1,1,0,0,0,0,0,1,0,1,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,นครศรีธรรมราช - เสาธง,9.22,นครศรีธรรมราช,ทางตรง+ไม่มีความลาดชัน,ขับรถเร็วเกินอัตรากำหนด,ชนสิ่งกีดขวาง (บนผิวจราจร),แจ่มใส,8.323764563,99.92187992,2,2,0,0,0,0,0,1,0,1,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,อู่ทอง - สระกระโจม,32.9,สุพรรณบุรี,ทางตรง+ไม่มีความลาดชัน,หลับใน,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.63529593,99.87457663,1,1,0,0,0,0,0,0,0,0,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
2026,กรมทางหลวง,หนองขาว - ตลาดเขต,30.1,กาญจนบุรี,ทางตรง+ไม่มีความลาดชัน,ยางเสื่อมสภาพ/ยางแตก,พลิกคว่ำ/ตกถนนในทางตรง,แจ่มใส,14.17377482,99.73497648,1,1,0,0,0,0,0,0,2,2,5,เช้ามืด (04:00 - 07:59),2026,1,1,0,1,0,new_year,000000
